date,sick,healed,died,region,code
2020-05-31,849,259,8,Камчатский край,KAM
2020-05-30,805,257,8,Камчатский край,KAM
2020-05-29,759,244,8,Камчатский край,KAM
2020-06-27,3305,1215,12,Карачаево-Черкесская Республика,KC
2020-06-26,3221,1172,12,Карачаево-Черкесская Республика,KC
2020-06-25,3149,1123,12,Карачаево-Черкесская Республика,KC
2020-06-24,3067,1062,12,Карачаево-Черкесская Республика,KC
2020-06-23,2983,993,10,Карачаево-Черкесская Республика,KC
2020-06-22,2902,933,9,Карачаево-Черкесская Республика,KC
2020-06-21,2815,925,9,Карачаево-Черкесская Республика,KC
2020-06-20,2730,897,9,Карачаево-Черкесская Республика,KC
2020-06-19,2639,777,9,Карачаево-Черкесская Республика,KC
2020-06-18,2545,620,9,Карачаево-Черкесская Республика,KC
2020-06-17,2446,582,9,Карачаево-Черкесская Республика,KC
2020-06-16,2349,579,9,Карачаево-Черкесская Республика,KC
2020-06-15,2255,577,9,Карачаево-Черкесская Республика,KC
2020-06-14,2156,541,9,Карачаево-Черкесская Республика,KC
2020-06-13,2058,510,9,Карачаево-Черкесская Республика,KC
2020-06-12,1969,509,9,Карачаево-Черкесская Республика,KC
2020-06-11,1889,500,9,Карачаево-Черкесская Республика,KC
2020-06-10,1807,490,9,Карачаево-Черкесская Республика,KC
2020-06-09,1729,472,9,Карачаево-Черкесская Республика,KC
2020-06-08,1654,453,9,Карачаево-Черкесская Республика,KC
2020-06-07,1580,418,8,Карачаево-Черкесская Республика,KC
2020-06-06,1505,405,7,Карачаево-Черкесская Республика,KC
2020-06-05,1430,399,7,Карачаево-Черкесская Республика,KC
2020-06-04,1354,369,7,Карачаево-Черкесская Республика,KC
2020-06-03,1276,348,5,Карачаево-Черкесская Республика,KC
2020-06-02,1204,340,5,Карачаево-Черкесская Республика,KC
2020-06-01,1137,327,5,Карачаево-Черкесская Республика,KC
2020-05-31,1067,308,5,Карачаево-Черкесская Республика,KC
2020-05-30,1005,304,5,Карачаево-Черкесская Республика,KC
2020-05-29,951,296,5,Карачаево-Черкесская Республика,KC
2020-06-27,1532,701,9,Кемеровская область,KEM
2020-06-26,1488,683,9,Кемеровская область,KEM
2020-06-25,1454,651,9,Кемеровская область,KEM
2020-06-24,1424,622,8,Кемеровская область,KEM
2020-06-23,1396,583,8,Кемеровская область,KEM
2020-06-22,1352,533,8,Кемеровская область,KEM
2020-06-21,1277,532,7,Кемеровская область,KEM
2020-06-20,1218,510,7,Кемеровская область,KEM
2020-06-19,1157,470,7,Кемеровская область,KEM
2020-06-18,1099,466,7,Кемеровская область,KEM
2020-06-17,1079,442,7,Кемеровская область,KEM
2020-06-16,1062,437,7,Кемеровская область,KEM
2020-06-15,1042,424,7,Кемеровская область,KEM
2020-06-14,1019,412,7,Кемеровская область,KEM
2020-06-13,997,397,7,Кемеровская область,KEM
2020-06-12,929,373,7,Кемеровская область,KEM
2020-06-11,868,351,7,Кемеровская область,KEM
2020-06-10,834,339,7,Кемеровская область,KEM
2020-06-09,786,332,7,Кемеровская область,KEM
2020-06-08,752,322,7,Кемеровская область,KEM
2020-06-07,721,316,7,Кемеровская область,KEM
2020-06-06,685,298,7,Кемеровская область,KEM
2020-06-05,666,270,7,Кемеровская область,KEM
2020-06-04,638,261,7,Кемеровская область,KEM
2020-06-03,616,261,7,Кемеровская область,KEM
2020-06-02,589,259,7,Кемеровская область,KEM
2020-06-01,545,240,7,Кемеровская область,KEM
2020-05-31,520,240,7,Кемеровская область,KEM
2020-05-30,495,228,7,Кемеровская область,KEM
2020-05-29,482,198,7,Кемеровская область,KEM
2020-06-27,3117,2411,34,Кировская область,KIR
2020-06-26,3076,2363,34,Кировская область,KIR
2020-06-25,3026,2300,33,Кировская область,KIR
2020-06-24,2986,2236,33,Кировская область,KIR
2020-06-23,2952,2196,33,Кировская область,KIR
2020-06-22,2916,2099,32,Кировская область,KIR
2020-06-21,2869,2068,30,Кировская область,KIR
2020-06-20,2820,2029,30,Кировская область,KIR
2020-06-19,2777,2006,30,Кировская область,KIR
2020-06-18,2734,1986,28,Кировская область,KIR
2020-06-17,2693,1838,28,Кировская область,KIR
2020-06-16,2648,1724,26,Кировская область,KIR
2020-06-15,2600,1703,26,Кировская область,KIR
2020-06-14,2547,1617,26,Кировская область,KIR
2020-06-13,2508,1578,25,Кировская область,KIR
2020-06-12,2479,1478,23,Кировская область,KIR
2020-06-11,2421,1424,23,Кировская область,KIR
2020-06-10,2360,1327,22,Кировская область,KIR
2020-06-09,2300,1218,20,Кировская область,KIR
2020-06-08,2260,1206,20,Кировская область,KIR
2020-06-07,2182,1186,20,Кировская область,KIR
2020-06-06,2121,1157,18,Кировская область,KIR
2020-06-05,2042,1115,18,Кировская область,KIR
2020-06-04,1967,1076,17,Кировская область,KIR
2020-06-03,1904,1013,17,Кировская область,KIR
2020-06-02,1828,981,17,Кировская область,KIR
2020-06-01,1751,981,17,Кировская область,KIR
2020-05-31,1683,978,17,Кировская область,KIR
2020-05-30,1629,950,15,Кировская область,KIR
2020-05-29,1551,890,13,Кировская область,KIR
2020-06-27,1494,852,17,Костромская область,KOS
2020-06-26,1470,822,15,Костромская область,KOS
2020-06-25,1442,815,15,Костромская область,KOS
2020-06-24,1411,808,15,Костромская область,KOS
2020-06-23,1386,759,15,Костромская область,KOS
2020-06-22,1360,727,15,Костромская область,KOS
2020-06-21,1331,720,15,Костромская область,KOS
2020-06-20,1298,714,14,Костромская область,KOS
2020-06-19,1262,683,13,Костромская область,KOS
2020-06-18,1246,667,13,Костромская область,KOS
2020-06-17,1214,637,12,Костромская область,KOS
2020-06-16,1175,621,12,Костромская область,KOS
2020-06-15,1161,598,12,Костромская область,KOS
2020-06-14,1136,593,12,Костромская область,KOS
2020-06-13,1109,582,12,Костромская область,KOS
2020-06-12,1066,575,12,Костромская область,KOS
2020-06-11,1028,565,12,Костромская область,KOS
2020-06-10,977,535,12,Костромская область,KOS
2020-06-09,953,506,12,Костромская область,KOS
2020-06-08,926,489,12,Костромская область,KOS
2020-06-07,901,485,12,Костромская область,KOS
2020-06-06,888,474,12,Костромская область,KOS
2020-06-05,862,439,11,Костромская область,KOS
2020-06-04,842,435,11,Костромская область,KOS
2020-06-03,825,425,11,Костромская область,KOS
2020-06-02,804,420,11,Костромская область,KOS
2020-06-01,772,399,11,Костромская область,KOS
2020-05-31,758,395,10,Костромская область,KOS
2020-05-30,719,388,10,Костромская область,KOS
2020-05-29,691,371,9,Костромская область,KOS
2020-06-27,5801,4564,73,Краснодарский край,KDA
2020-06-26,5743,4511,71,Краснодарский край,KDA
2020-06-25,5683,4403,70,Краснодарский край,KDA
2020-06-24,5624,4374,69,Краснодарский край,KDA
2020-06-23,5561,4277,67,Краснодарский край,KDA
2020-06-22,5501,4220,65,Краснодарский край,KDA
2020-06-21,5440,4181,63,Краснодарский край,KDA
2020-06-20,5376,4145,60,Краснодарский край,KDA
2020-06-19,5316,4041,57,Краснодарский край,KDA
2020-06-18,5252,3965,57,Краснодарский край,KDA
2020-06-17,5183,3884,55,Краснодарский край,KDA
2020-06-16,5112,3794,53,Краснодарский край,KDA
2020-06-15,5042,3725,52,Краснодарский край,KDA
2020-06-14,4970,3675,52,Краснодарский край,KDA
2020-06-13,4893,3642,50,Краснодарский край,KDA
2020-06-12,4815,3617,49,Краснодарский край,KDA
2020-06-11,4735,3554,47,Краснодарский край,KDA
2020-06-10,4655,3500,47,Краснодарский край,KDA
2020-06-09,4574,3383,46,Краснодарский край,KDA
2020-06-08,4485,3311,44,Краснодарский край,KDA
2020-06-07,4399,3289,43,Краснодарский край,KDA
2020-06-06,4312,3235,42,Краснодарский край,KDA
2020-06-05,4231,3109,41,Краснодарский край,KDA
2020-06-04,4148,3006,40,Краснодарский край,KDA
2020-06-03,4068,2917,38,Краснодарский край,KDA
2020-06-02,3987,2842,36,Краснодарский край,KDA
2020-06-01,3908,2748,33,Краснодарский край,KDA
2020-05-31,3824,2711,32,Краснодарский край,KDA
2020-05-30,3744,2636,31,Краснодарский край,KDA
2020-05-29,3662,2521,31,Краснодарский край,KDA
2020-06-27,8476,3465,115,Красноярский край,KYA
2020-06-26,8331,3401,107,Красноярский край,KYA
2020-06-25,8182,3308,99,Красноярский край,KYA
2020-06-24,8029,3249,99,Красноярский край,KYA
2020-06-23,7875,3132,93,Красноярский край,KYA
2020-06-22,7726,2830,86,Красноярский край,KYA
2020-06-21,7580,2680,86,Красноярский край,KYA
2020-06-20,7432,2673,86,Красноярский край,KYA
2020-06-19,7280,2577,79,Красноярский край,KYA
2020-06-18,7129,2490,75,Красноярский край,KYA
2020-06-17,6973,2431,71,Красноярский край,KYA
2020-06-16,6813,2328,66,Красноярский край,KYA
2020-06-15,6655,2251,65,Красноярский край,KYA
2020-06-14,6494,2205,64,Красноярский край,KYA
2020-06-13,6328,2164,64,Красноярский край,KYA
2020-06-12,6159,2129,64,Красноярский край,KYA
2020-06-11,5981,2068,59,Красноярский край,KYA
2020-06-10,5791,1970,53,Красноярский край,KYA
2020-06-09,5617,1811,50,Красноярский край,KYA
2020-06-08,5460,1570,49,Красноярский край,KYA
2020-06-07,5301,1494,49,Красноярский край,KYA
2020-06-06,5136,1488,49,Красноярский край,KYA
2020-06-05,4968,1427,49,Красноярский край,KYA
2020-06-04,4795,1363,46,Красноярский край,KYA
2020-06-03,4654,1300,43,Красноярский край,KYA
2020-06-02,4530,1259,40,Красноярский край,KYA
2020-06-01,4380,1060,39,Красноярский край,KYA
2020-05-31,4249,894,39,Красноярский край,KYA
2020-05-30,4121,887,39,Красноярский край,KYA
2020-05-29,3985,864,35,Красноярский край,KYA
2020-06-27,700,386,1,Курганская область,KGN
2020-06-26,679,357,1,Курганская область,KGN
2020-06-25,660,345,1,Курганская область,KGN
2020-06-24,625,333,0,Курганская область,KGN
2020-06-23,591,312,0,Курганская область,KGN
2020-06-22,571,290,0,Курганская область,KGN
2020-06-21,528,278,0,Курганская область,KGN
2020-06-20,501,272,0,Курганская область,KGN
2020-06-19,473,258,0,Курганская область,KGN
2020-06-18,441,252,0,Курганская область,KGN
2020-06-17,422,248,0,Курганская область,KGN
2020-06-16,413,244,0,Курганская область,KGN
2020-06-15,404,242,0,Курганская область,KGN
2020-06-14,384,220,0,Курганская область,KGN
2020-06-13,369,214,0,Курганская область,KGN
2020-06-12,355,212,0,Курганская область,KGN
2020-06-11,344,208,0,Курганская область,KGN
2020-06-10,330,200,0,Курганская область,KGN
2020-06-09,314,200,0,Курганская область,KGN
2020-06-08,306,183,0,Курганская область,KGN
2020-06-07,288,180,0,Курганская область,KGN
2020-06-06,280,158,0,Курганская область,KGN
2020-06-05,268,153,0,Курганская область,KGN
2020-06-04,259,148,0,Курганская область,KGN
2020-06-03,255,144,0,Курганская область,KGN
2020-06-02,252,134,0,Курганская область,KGN
2020-06-01,245,118,0,Курганская область,KGN
2020-05-31,231,115,0,Курганская область,KGN
2020-05-30,218,105,0,Курганская область,KGN
2020-05-29,202,94,0,Курганская область,KGN
2020-06-27,4882,2839,32,Курская область,KRS
2020-06-26,4817,2778,31,Курская область,KRS
2020-06-25,4747,2742,30,Курская область,KRS
2020-06-24,4673,2717,30,Курская область,KRS
2020-06-23,4607,2659,28,Курская область,KRS
2020-06-22,4550,2587,27,Курская область,KRS
2020-06-21,4482,2581,26,Курская область,KRS
2020-06-20,4403,2565,26,Курская область,KRS
2020-06-19,4333,2510,25,Курская область,KRS
2020-06-18,4256,2345,23,Курская область,KRS
2020-06-17,4181,2338,23,Курская область,KRS
2020-06-16,4118,2277,22,Курская область,KRS
2020-06-15,4058,2170,22,Курская область,KRS
2020-06-14,3994,2152,22,Курская область,KRS
2020-06-13,3922,2117,20,Курская область,KRS
2020-06-12,3839,2103,20,Курская область,KRS
2020-06-11,3769,2045,19,Курская область,KRS
2020-06-10,3690,1951,19,Курская область,KRS
2020-06-09,3619,1858,17,Курская область,KRS
2020-06-08,3561,1803,16,Курская область,KRS
2020-06-07,3501,1802,16,Курская область,KRS
2020-06-06,3425,1775,15,Курская область,KRS
2020-06-05,3357,1668,15,Курская область,KRS
2020-06-04,3272,1596,15,Курская область,KRS
2020-06-03,3199,1513,13,Курская область,KRS
2020-06-02,3123,1452,13,Курская область,KRS
2020-06-01,3063,1400,13,Курская область,KRS
2020-05-31,3000,1388,13,Курская область,KRS
2020-05-30,2922,1339,10,Курская область,KRS
2020-05-29,2851,1251,10,Курская область,KRS
2020-06-27,4271,4143,28,Ленинградская область,LEN
2020-06-26,4220,4125,27,Ленинградская область,LEN
2020-06-25,4170,4105,27,Ленинградская область,LEN
2020-06-24,4119,4050,27,Ленинградская область,LEN
2020-06-23,4067,3932,27,Ленинградская область,LEN
2020-06-22,4016,3790,27,Ленинградская область,LEN
2020-06-21,3964,3770,27,Ленинградская область,LEN
2020-06-20,3912,3725,25,Ленинградская область,LEN
2020-06-19,3858,3561,25,Ленинградская область,LEN
2020-06-18,3805,3140,25,Ленинградская область,LEN
2020-06-17,3751,2899,25,Ленинградская область,LEN
2020-06-16,3696,2796,24,Ленинградская область,LEN
2020-06-15,3626,2705,23,Ленинградская область,LEN
2020-06-14,3553,2666,23,Ленинградская область,LEN
2020-06-13,3501,2628,23,Ленинградская область,LEN
2020-06-12,3448,2578,23,Ленинградская область,LEN
2020-06-11,3396,2528,23,Ленинградская область,LEN
2020-06-10,3342,2434,23,Ленинградская область,LEN
2020-06-09,3287,2321,19,Ленинградская область,LEN
2020-06-08,3238,2221,18,Ленинградская область,LEN
2020-06-07,3188,2154,18,Ленинградская область,LEN
2020-06-06,3137,2139,18,Ленинградская область,LEN
2020-06-05,3086,2011,17,Ленинградская область,LEN
2020-06-04,3034,1829,15,Ленинградская область,LEN
2020-06-03,2982,1751,15,Ленинградская область,LEN
2020-06-02,2928,1674,15,Ленинградская область,LEN
2020-06-01,2875,1590,11,Ленинградская область,LEN
2020-05-31,2822,1561,11,Ленинградская область,LEN
2020-05-30,2768,1513,11,Ленинградская область,LEN
2020-05-29,2713,1402,11,Ленинградская область,LEN
2020-06-27,3663,2248,14,Липецкая область,LIP
2020-06-26,3623,2217,14,Липецкая область,LIP
2020-06-25,3583,2186,13,Липецкая область,LIP
2020-06-24,3536,2091,13,Липецкая область,LIP
2020-06-23,3487,1973,12,Липецкая область,LIP
2020-06-22,3438,1715,12,Липецкая область,LIP
2020-06-21,3388,1697,12,Липецкая область,LIP
2020-06-20,3337,1636,11,Липецкая область,LIP
2020-06-19,3285,1527,11,Липецкая область,LIP
2020-06-18,3228,1471,11,Липецкая область,LIP
2020-06-17,3171,1437,11,Липецкая область,LIP
2020-06-16,3113,1319,10,Липецкая область,LIP
2020-06-15,3053,1291,10,Липецкая область,LIP
2020-06-14,2995,1278,9,Липецкая область,LIP
2020-06-13,2937,1270,9,Липецкая область,LIP
2020-06-12,2878,1210,9,Липецкая область,LIP
2020-06-11,2817,1160,8,Липецкая область,LIP
2020-06-10,2758,1092,8,Липецкая область,LIP
2020-06-09,2697,1026,8,Липецкая область,LIP
2020-06-08,2637,1018,8,Липецкая область,LIP
2020-06-07,2577,994,8,Липецкая область,LIP
2020-06-06,2516,938,8,Липецкая область,LIP
2020-06-05,2452,892,8,Липецкая область,LIP
2020-06-04,2388,835,8,Липецкая область,LIP
2020-06-03,2326,789,7,Липецкая область,LIP
2020-06-02,2261,742,6,Липецкая область,LIP
2020-06-01,2194,724,6,Липецкая область,LIP
2020-05-31,2123,718,6,Липецкая область,LIP
2020-05-30,2048,715,5,Липецкая область,LIP
2020-05-29,1976,674,5,Липецкая область,LIP
2020-06-27,669,347,4,Магаданская область,MAG
2020-06-26,654,335,4,Магаданская область,MAG
2020-06-25,642,326,4,Магаданская область,MAG
2020-06-24,620,308,4,Магаданская область,MAG
2020-06-23,609,288,4,Магаданская область,MAG
2020-06-22,606,271,4,Магаданская область,MAG
2020-06-21,586,267,4,Магаданская область,MAG
2020-06-20,559,258,4,Магаданская область,MAG
2020-06-19,540,253,4,Магаданская область,MAG
2020-06-18,521,241,4,Магаданская область,MAG
2020-06-17,519,234,4,Магаданская область,MAG
2020-06-16,511,231,4,Магаданская область,MAG
2020-06-15,501,224,4,Магаданская область,MAG
2020-06-14,480,222,4,Магаданская область,MAG
2020-06-13,459,222,4,Магаданская область,MAG
2020-06-12,432,220,4,Магаданская область,MAG
2020-06-11,397,217,4,Магаданская область,MAG
2020-06-10,359,216,4,Магаданская область,MAG
2020-06-09,348,213,4,Магаданская область,MAG
2020-06-08,339,211,3,Магаданская область,MAG
2020-06-07,327,208,3,Магаданская область,MAG
2020-06-06,313,207,3,Магаданская область,MAG
2020-06-05,286,206,3,Магаданская область,MAG
2020-06-04,271,203,3,Магаданская область,MAG
2020-06-03,260,201,3,Магаданская область,MAG
2020-06-02,248,199,3,Магаданская область,MAG
2020-06-01,246,187,3,Магаданская область,MAG
2020-05-31,243,186,3,Магаданская область,MAG
2020-05-30,238,183,3,Магаданская область,MAG
2020-05-29,238,173,3,Магаданская область,MAG
2020-06-27,219354,146043,3714,Москва,MOW
2020-06-26,218604,144191,3694,Москва,MOW
2020-06-25,217791,142194,3669,Москва,MOW
2020-06-24,216906,141268,3657,Москва,MOW
2020-06-23,216095,139248,3643,Москва,MOW
2020-06-22,215014,136670,3617,Москва,MOW
2020-06-21,213946,135556,3597,Москва,MOW
2020-06-20,212978,134549,3565,Москва,MOW
2020-06-19,211921,132434,3531,Москва,MOW
2020-06-18,210785,130431,3483,Москва,MOW
2020-06-17,209745,128385,3434,Москва,MOW
2020-06-16,208680,126114,3386,Москва,MOW
2020-06-15,207264,123240,3334,Москва,MOW
2020-06-14,205905,121691,3281,Москва,MOW
2020-06-13,204428,119558,3231,Москва,MOW
2020-06-12,202935,118024,3187,Москва,MOW
2020-06-11,201221,115769,3138,Москва,MOW
2020-06-10,199785,113533,3085,Москва,MOW
2020-06-09,198590,109737,3029,Москва,MOW
2020-06-08,197018,104347,2970,Москва,MOW
2020-06-07,195017,102714,2919,Москва,MOW
2020-06-06,193061,100431,2864,Москва,MOW
2020-06-05,191069,97358,2806,Москва,MOW
2020-06-04,189214,94715,2749,Москва,MOW
2020-06-03,187216,91654,2685,Москва,MOW
2020-06-02,185374,88269,2624,Москва,MOW
2020-06-01,183088,82239,2553,Москва,MOW
2020-05-31,180791,80179,2477,Москва,MOW
2020-05-30,178196,78324,2408,Москва,MOW
2020-05-29,175829,74725,2330,Москва,MOW
2020-06-27,56609,31912,858,Московская область,MOS
2020-06-26,56243,30491,846,Московская область,MOS
2020-06-25,55853,29002,832,Московская область,MOS
2020-06-24,55386,27588,822,Московская область,MOS
2020-06-23,54879,26198,798,Московская область,MOS
2020-06-22,54375,25036,783,Московская область,MOS
2020-06-21,53869,23798,783,Московская область,MOS
2020-06-20,53320,22596,778,Московская область,MOS
2020-06-19,52729,21448,755,Московская область,MOS
2020-06-18,52083,20355,751,Московская область,MOS
2020-06-17,51416,19319,728,Московская область,MOS
2020-06-16,50736,18340,702,Московская область,MOS
2020-06-15,50042,17422,690,Московская область,MOS
2020-06-14,49353,16573,678,Московская область,MOS
2020-06-13,48636,15734,678,Московская область,MOS
2020-06-12,47911,14955,666,Московская область,MOS
2020-06-11,47181,14187,644,Московская область,MOS
2020-06-10,46457,13419,622,Московская область,MOS
2020-06-09,45722,12672,590,Московская область,MOS
2020-06-08,44983,12031,578,Московская область,MOS
2020-06-07,44232,11462,567,Московская область,MOS
2020-06-06,43478,10924,557,Московская область,MOS
2020-06-05,42720,10392,539,Московская область,MOS
2020-06-04,41958,9877,534,Московская область,MOS
2020-06-03,41191,9311,515,Московская область,MOS
2020-06-02,40455,8809,495,Московская область,MOS
2020-06-01,39723,8422,473,Московская область,MOS
2020-05-31,38995,8091,449,Московская область,MOS
2020-05-30,38238,7720,424,Московская область,MOS
2020-05-29,37503,7333,400,Московская область,MOS
2020-06-27,4901,3497,12,Мурманская область,MUR
2020-06-26,4811,3439,12,Мурманская область,MUR
2020-06-25,4732,3362,11,Мурманская область,MUR
2020-06-24,4660,3217,11,Мурманская область,MUR
2020-06-23,4586,3165,9,Мурманская область,MUR
2020-06-22,4516,3120,9,Мурманская область,MUR
2020-06-21,4431,3036,9,Мурманская область,MUR
2020-06-20,4346,3020,9,Мурманская область,MUR
2020-06-19,4280,2952,9,Мурманская область,MUR
2020-06-18,4219,2910,9,Мурманская область,MUR
2020-06-17,4155,2877,9,Мурманская область,MUR
2020-06-16,4083,2810,7,Мурманская область,MUR
2020-06-15,4011,2690,7,Мурманская область,MUR
2020-06-14,3946,2677,7,Мурманская область,MUR
2020-06-13,3889,2669,7,Мурманская область,MUR
2020-06-12,3818,2663,7,Мурманская область,MUR
2020-06-11,3760,2633,7,Мурманская область,MUR
2020-06-10,3700,2569,7,Мурманская область,MUR
2020-06-09,3674,2535,7,Мурманская область,MUR
2020-06-08,3576,2480,7,Мурманская область,MUR
2020-06-07,3530,2477,7,Мурманская область,MUR
2020-06-06,3472,2468,7,Мурманская область,MUR
2020-06-05,3422,2427,7,Мурманская область,MUR
2020-06-04,3375,2401,7,Мурманская область,MUR
2020-06-03,3342,2375,7,Мурманская область,MUR
2020-06-02,3296,2192,7,Мурманская область,MUR
2020-06-01,3264,2081,7,Мурманская область,MUR
2020-05-31,3222,2072,7,Мурманская область,MUR
2020-05-30,3181,2034,7,Мурманская область,MUR
2020-05-29,3136,1886,7,Мурманская область,MUR
2020-06-27,102,38,0,Ненецкий автономный округ,NEN
2020-06-26,96,38,0,Ненецкий автономный округ,NEN
2020-06-25,95,35,0,Ненецкий автономный округ,NEN
2020-06-24,95,35,0,Ненецкий автономный округ,NEN
2020-06-23,95,33,0,Ненецкий автономный округ,NEN
2020-06-22,95,33,0,Ненецкий автономный округ,NEN
2020-06-21,95,33,0,Ненецкий автономный округ,NEN
2020-06-20,95,33,0,Ненецкий автономный округ,NEN
2020-06-19,90,33,0,Ненецкий автономный округ,NEN
2020-06-18,90,33,0,Ненецкий автономный округ,NEN
2020-06-17,90,33,0,Ненецкий автономный округ,NEN
2020-06-16,89,32,0,Ненецкий автономный округ,NEN
2020-06-15,85,32,0,Ненецкий автономный округ,NEN
2020-06-14,82,32,0,Ненецкий автономный округ,NEN
2020-06-13,81,32,0,Ненецкий автономный округ,NEN
2020-06-12,81,32,0,Ненецкий автономный округ,NEN
2020-06-11,80,26,0,Ненецкий автономный округ,NEN
2020-06-10,80,20,0,Ненецкий автономный округ,NEN
2020-06-09,80,17,0,Ненецкий автономный округ,NEN
2020-06-08,80,16,0,Ненецкий автономный округ,NEN
2020-06-07,80,16,0,Ненецкий автономный округ,NEN
2020-06-06,80,16,0,Ненецкий автономный округ,NEN
2020-06-05,80,15,0,Ненецкий автономный округ,NEN
2020-06-04,75,15,0,Ненецкий автономный округ,NEN
2020-06-03,74,15,0,Ненецкий автономный округ,NEN
2020-06-02,74,15,0,Ненецкий автономный округ,NEN
2020-06-01,73,12,0,Ненецкий автономный округ,NEN
2020-05-31,72,12,0,Ненецкий автономный округ,NEN
2020-05-30,71,12,0,Ненецкий автономный округ,NEN
2020-05-29,69,12,0,Ненецкий автономный округ,NEN
2020-06-27,16838,10400,223,Нижегородская область,NIZ
2020-06-26,16624,9944,215,Нижегородская область,NIZ
2020-06-25,16414,9566,212,Нижегородская область,NIZ
2020-06-24,16197,9481,207,Нижегородская область,NIZ
2020-06-23,15990,8864,205,Нижегородская область,NIZ
2020-06-22,15774,8438,201,Нижегородская область,NIZ
2020-06-21,15555,8400,198,Нижегородская область,NIZ
2020-06-20,15328,8334,193,Нижегородская область,NIZ
2020-06-19,15100,8052,188,Нижегородская область,NIZ
2020-06-18,14881,7773,181,Нижегородская область,NIZ
2020-06-17,14648,7342,179,Нижегородская область,NIZ
2020-06-16,14410,7004,175,Нижегородская область,NIZ
2020-06-15,14204,6811,173,Нижегородская область,NIZ
2020-06-14,13995,6758,168,Нижегородская область,NIZ
2020-06-13,13780,6633,165,Нижегородская область,NIZ
2020-06-12,13562,6580,159,Нижегородская область,NIZ
2020-06-11,13341,6219,152,Нижегородская область,NIZ
2020-06-10,13038,5975,150,Нижегородская область,NIZ
2020-06-09,12734,5696,145,Нижегородская область,NIZ
2020-06-08,12442,4878,140,Нижегородская область,NIZ
2020-06-07,12137,4837,136,Нижегородская область,NIZ
2020-06-06,11820,4795,131,Нижегородская область,NIZ
2020-06-05,11499,4612,125,Нижегородская область,NIZ
2020-06-04,11169,4451,122,Нижегородская область,NIZ
2020-06-03,10850,4252,116,Нижегородская область,NIZ
2020-06-02,10503,3980,111,Нижегородская область,NIZ
2020-06-01,10149,3747,104,Нижегородская область,NIZ
2020-05-31,9834,3693,98,Нижегородская область,NIZ
2020-05-30,9533,3637,93,Нижегородская область,NIZ
2020-05-29,9244,3466,89,Нижегородская область,NIZ
2020-06-27,2742,756,25,Новгородская область,NGR
2020-06-26,2698,710,20,Новгородская область,NGR
2020-06-25,2653,672,20,Новгородская область,NGR
2020-06-24,2591,672,20,Новгородская область,NGR
2020-06-23,2535,631,20,Новгородская область,NGR
2020-06-22,2478,590,20,Новгородская область,NGR
2020-06-21,2417,589,20,Новгородская область,NGR
2020-06-20,2362,588,20,Новгородская область,NGR
2020-06-19,2303,566,20,Новгородская область,NGR
2020-06-18,2245,533,20,Новгородская область,NGR
2020-06-17,2183,519,18,Новгородская область,NGR
2020-06-16,2121,494,18,Новгородская область,NGR
2020-06-15,2063,483,16,Новгородская область,NGR
2020-06-14,2011,483,12,Новгородская область,NGR
2020-06-13,1963,482,12,Новгородская область,NGR
2020-06-12,1913,472,12,Новгородская область,NGR
2020-06-11,1867,467,11,Новгородская область,NGR
2020-06-10,1823,458,11,Новгородская область,NGR
2020-06-09,1779,446,11,Новгородская область,NGR
2020-06-08,1734,438,10,Новгородская область,NGR
2020-06-07,1676,438,9,Новгородская область,NGR
2020-06-06,1634,437,9,Новгородская область,NGR
2020-06-05,1588,429,9,Новгородская область,NGR
2020-06-04,1546,426,8,Новгородская область,NGR
2020-06-03,1493,416,8,Новгородская область,NGR
2020-06-02,1430,391,8,Новгородская область,NGR
2020-06-01,1353,388,8,Новгородская область,NGR
2020-05-31,1281,388,8,Новгородская область,NGR
2020-05-30,1230,388,8,Новгородская область,NGR
2020-05-29,1167,361,7,Новгородская область,NGR
2020-06-27,5671,3302,87,Новосибирская область,NVS
2020-06-26,5566,3216,83,Новосибирская область,NVS
2020-06-25,5458,3058,82,Новосибирская область,NVS
2020-06-24,5356,3034,78,Новосибирская область,NVS
2020-06-23,5248,2893,76,Новосибирская область,NVS
2020-06-22,5142,2790,72,Новосибирская область,NVS
2020-06-21,5033,2769,70,Новосибирская область,NVS
2020-06-20,4928,2715,68,Новосибирская область,NVS
2020-06-19,4819,2630,65,Новосибирская область,NVS
2020-06-18,4711,2502,63,Новосибирская область,NVS
2020-06-17,4604,2387,62,Новосибирская область,NVS
2020-06-16,4497,2276,60,Новосибирская область,NVS
2020-06-15,4394,2193,57,Новосибирская область,NVS
2020-06-14,4285,2148,55,Новосибирская область,NVS
2020-06-13,4177,2050,53,Новосибирская область,NVS
2020-06-12,4069,1907,50,Новосибирская область,NVS
2020-06-11,3960,1791,48,Новосибирская область,NVS
2020-06-10,3858,1552,46,Новосибирская область,NVS
2020-06-09,3752,1455,44,Новосибирская область,NVS
2020-06-08,3648,1386,42,Новосибирская область,NVS
2020-06-07,3546,1369,41,Новосибирская область,NVS
2020-06-06,3441,1356,40,Новосибирская область,NVS
2020-06-05,3334,1306,38,Новосибирская область,NVS
2020-06-04,3226,1262,36,Новосибирская область,NVS
2020-06-03,3122,1235,34,Новосибирская область,NVS
2020-06-02,3020,1214,34,Новосибирская область,NVS
2020-06-01,2914,1129,33,Новосибирская область,NVS
2020-05-31,2809,1119,32,Новосибирская область,NVS
